DataSet,"#TrainingRelease",%training,%Defective training,%Defective testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,13,68.42,11.69,13.01,IBk,Oversampling,No selection,42.0,15.0,326.0,9.0,0.7368421052631579,0.8235294117647058,0.8937093899143235,0.7424018399868574
ZOOKEEPER,13,68.42,11.69,13.01,IBk,Oversampling,Best First,38.0,44.0,297.0,13.0,0.4634146341463415,0.7450980392156863,0.8770053475935828,0.4895366901215387
ZOOKEEPER,13,68.42,11.69,13.01,IBk,Undersampling,No selection,48.0,85.0,256.0,3.0,0.3609022556390977,0.9411764705882353,0.846644816284285,0.41094907960793686
ZOOKEEPER,13,68.42,11.69,13.01,IBk,Undersampling,Best First,42.0,68.0,273.0,9.0,0.38181818181818183,0.8235294117647058,0.8606175608073141,0.4183303784783782
ZOOKEEPER,13,68.42,11.69,13.01,IBk,Smote,No selection,40.0,5.0,336.0,11.0,0.8888888888888888,0.7843137254901961,0.8848254844459778,0.8101809817807637
ZOOKEEPER,13,68.42,11.69,13.01,IBk,Smote,Best First,24.0,7.0,334.0,27.0,0.7741935483870968,0.47058823529411764,0.8705652348916106,0.540128355531019
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,No sampling,No selection,45.0,5.0,333.0,13.0,0.9,0.7758620689655172,0.9611813915527443,0.8071845920796367
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,No sampling,Best First,25.0,4.0,334.0,33.0,0.8620689655172413,0.43103448275862066,0.8560752907569884,0.5286927431806485
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,Oversampling,No selection,49.0,11.0,327.0,9.0,0.8166666666666667,0.8448275862068966,0.9635533564578658,0.8008449004224503
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,Oversampling,Best First,40.0,43.0,295.0,18.0,0.4819277108433735,0.6896551724137931,0.8269995919200164,0.4772333795013848
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,Undersampling,No selection,52.0,57.0,281.0,6.0,0.47706422018348627,0.896551724137931,0.9478932870842686,0.5335776248878253
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,Undersampling,Best First,46.0,56.0,282.0,12.0,0.45098039215686275,0.7931034482758621,0.8725005100999796,0.4774103400093153
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,Smote,No selection,46.0,7.0,331.0,12.0,0.8679245283018868,0.7931034482758621,0.9566159967353601,0.8009944985188319
ZOOKEEPER,14,73.68,11.80,14.65,Random Forest,Smote,Best First,26.0,5.0,333.0,32.0,0.8387096774193549,0.4482758620689655,0.8522750459089982,0.5370323559150658
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,No sampling,No selection,12.0,3.0,335.0,46.0,0.8,0.20689655172413793,0.9538869618445215,0.2857773851590108
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,No sampling,Best First,18.0,7.0,331.0,40.0,0.72,0.3103448275862069,0.8511783309528668,0.3789375333689266
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,Oversampling,No selection,20.0,6.0,332.0,38.0,0.7692307692307693,0.3448275862068966,0.9616404815343808,0.42396191483734424
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,Oversampling,Best First,22.0,15.0,323.0,36.0,0.5945945945945946,0.3793103448275862,0.847072026117119,0.39402304368699004
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,Undersampling,No selection,13.0,4.0,334.0,45.0,0.7647058823529411,0.22413793103448276,0.9441440522342379,0.3002019619157534
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,Undersampling,Best First,22.0,15.0,323.0,36.0,0.5945945945945946,0.3793103448275862,0.8470465211181392,0.39402304368699004
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,Smote,No selection,17.0,4.0,334.0,41.0,0.8095238095238095,0.29310344827586204,0.9572536217098552,0.38227953410981697
ZOOKEEPER,14,73.68,11.80,14.65,Naive Bayes,Smote,Best First,22.0,13.0,325.0,36.0,0.6285714285714286,0.3793103448275862,0.8526831258926749,0.40783691406250017
ZOOKEEPER,14,73.68,11.80,14.65,IBk,No sampling,No selection,46.0,6.0,332.0,12.0,0.8846153846153846,0.7931034482758621,0.8876759844929606,0.8100618205073546
ZOOKEEPER,14,73.68,11.80,14.65,IBk,No sampling,Best First,23.0,3.0,335.0,35.0,0.8846153846153846,0.39655172413793105,0.8466384411344624,0.5025125628140705
ZOOKEEPER,14,73.68,11.80,14.65,IBk,Oversampling,No selection,48.0,9.0,329.0,10.0,0.8421052631578947,0.8275862068965517,0.9137420934503163,0.8067200986436497
ZOOKEEPER,14,73.68,11.80,14.65,IBk,Oversampling,Best First,39.0,42.0,296.0,19.0,0.48148148148148145,0.6724137931034483,0.8483217710671291,0.4708201892744478
ZOOKEEPER,14,73.68,11.80,14.65,IBk,Undersampling,No selection,54.0,86.0,252.0,4.0,0.38571428571428573,0.9310344827586207,0.8385023464599062,0.4267147085317205
ZOOKEEPER,14,73.68,11.80,14.65,IBk,Undersampling,Best First,44.0,49.0,289.0,14.0,0.4731182795698925,0.7586206896551724,0.835339726586411,0.4909402546523017
ZOOKEEPER,14,73.68,11.80,14.65,IBk,Smote,No selection,46.0,6.0,332.0,12.0,0.8846153846153846,0.7931034482758621,0.8876759844929606,0.8100618205073546
ZOOKEEPER,14,73.68,11.80,14.65,IBk,Smote,Best First,25.0,3.0,335.0,33.0,0.8928571428571429,0.43103448275862066,0.8532952458681902,0.5372630485588158
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,No sampling,No selection,40.0,12.0,358.0,8.0,0.7692307692307693,0.8333333333333334,0.9706081081081082,0.7728754618561182
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,No sampling,Best First,24.0,7.0,363.0,24.0,0.7741935483870968,0.5,0.909177927927928,0.5687279504759369
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,Oversampling,No selection,42.0,22.0,348.0,6.0,0.65625,0.875,0.9523648648648648,0.7122344610542879
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,Oversampling,Best First,41.0,58.0,312.0,7.0,0.41414141414141414,0.8541666666666666,0.8960867117117117,0.47691656077933076
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,Undersampling,No selection,46.0,73.0,297.0,2.0,0.3865546218487395,0.9583333333333334,0.9747747747747748,0.46301942379500527
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,Undersampling,Best First,41.0,80.0,290.0,7.0,0.33884297520661155,0.8541666666666666,0.887302927927928,0.3838986209467014
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,Smote,No selection,40.0,14.0,356.0,8.0,0.7407407407407407,0.8333333333333334,0.9744932432432433,0.7544590409056924
ZOOKEEPER,15,78.95,12.02,11.48,Random Forest,Smote,Best First,24.0,11.0,359.0,24.0,0.6857142857142857,0.5,0.9190315315315315,0.5330950405310523
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,No sampling,No selection,12.0,5.0,365.0,36.0,0.7058823529411765,0.25,0.9207207207207208,0.3289216070169942
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,No sampling,Best First,18.0,12.0,358.0,30.0,0.6,0.375,0.8127252252252253,0.4093661687525233
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,Oversampling,No selection,17.0,8.0,362.0,31.0,0.68,0.3541666666666667,0.9411036036036036,0.42014654620473785
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,Oversampling,Best First,22.0,28.0,342.0,26.0,0.44,0.4583333333333333,0.8199887387387388,0.37584338015706226
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,Undersampling,No selection,13.0,7.0,363.0,35.0,0.65,0.2708333333333333,0.9194819819819819,0.3376094174464232
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,Undersampling,Best First,22.0,25.0,345.0,26.0,0.46808510638297873,0.4583333333333333,0.8164414414414415,0.3943405875333826
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,Smote,No selection,15.0,9.0,361.0,33.0,0.625,0.3125,0.9289977477477478,0.36830742659758203
ZOOKEEPER,15,78.95,12.02,11.48,Naive Bayes,Smote,Best First,19.0,21.0,349.0,29.0,0.475,0.3958333333333333,0.8094313063063063,0.365590092277805
ZOOKEEPER,15,78.95,12.02,11.48,IBk,No sampling,No selection,42.0,39.0,331.0,6.0,0.5185185185185185,0.875,0.8847972972972973,0.5923807047198025
ZOOKEEPER,15,78.95,12.02,11.48,IBk,No sampling,Best First,21.0,8.0,362.0,27.0,0.7241379310344828,0.4375,0.8891047297297298,0.5024148017141686
ZOOKEEPER,15,78.95,12.02,11.48,IBk,Oversampling,No selection,43.0,41.0,329.0,5.0,0.5119047619047619,0.8958333333333334,0.8889358108108109,0.5918661912039396
ZOOKEEPER,15,78.95,12.02,11.48,IBk,Oversampling,Best First,40.0,55.0,315.0,8.0,0.42105263157894735,0.8333333333333334,0.900365990990991,0.480120030007502
ZOOKEEPER,15,78.95,12.02,11.48,IBk,Undersampling,No selection,47.0,93.0,277.0,1.0,0.3357142857142857,0.9791666666666666,0.8639076576576576,0.39684391501903493
ZOOKEEPER,15,78.95,12.02,11.48,IBk,Undersampling,Best First,40.0,71.0,299.0,8.0,0.36036036036036034,0.8333333333333334,0.8737049549549549,0.40827151202379663
ZOOKEEPER,15,78.95,12.02,11.48,IBk,Smote,No selection,42.0,39.0,331.0,6.0,0.5185185185185185,0.875,0.8847972972972973,0.5923807047198025
ZOOKEEPER,15,78.95,12.02,11.48,IBk,Smote,Best First,23.0,12.0,358.0,25.0,0.6571428571428571,0.4791666666666667,0.888063063063063,0.5064147571328271
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,No sampling,No selection,40.0,10.0,375.0,0.0,0.8,1.0,0.9982467532467533,0.8759124087591239
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,No sampling,Best First,18.0,14.0,371.0,22.0,0.5625,0.45,0.9308441558441558,0.45435092724679005
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,Oversampling,No selection,40.0,25.0,360.0,0.0,0.6153846153846154,1.0,0.9910064935064935,0.7305009511731134
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,Oversampling,Best First,32.0,62.0,323.0,8.0,0.3404255319148936,0.8,0.8759090909090909,0.39813878211612386
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,Undersampling,No selection,40.0,83.0,302.0,0.0,0.3252032520325203,1.0,0.9863636363636363,0.40649448977874986
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,Undersampling,Best First,36.0,80.0,305.0,4.0,0.3103448275862069,0.9,0.9075974025974026,0.3739038933707472
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,Smote,No selection,40.0,13.0,372.0,0.0,0.7547169811320755,1.0,0.9979220779220779,0.843417882953096
ZOOKEEPER,16,84.21,11.98,9.41,Random Forest,Smote,Best First,22.0,19.0,366.0,18.0,0.5365853658536586,0.55,0.9293506493506494,0.49510354792101485
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,No sampling,No selection,11.0,10.0,375.0,29.0,0.5238095238095238,0.275,0.938051948051948,0.3163538873994635
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,No sampling,Best First,14.0,13.0,372.0,26.0,0.5185185185185185,0.35,0.8162337662337662,0.370131103933118
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,Oversampling,No selection,14.0,12.0,373.0,26.0,0.5384615384615384,0.35,0.948961038961039,0.3781286099345402
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,Oversampling,Best First,17.0,27.0,358.0,23.0,0.38636363636363635,0.425,0.8165584415584416,0.339651957737725
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,Undersampling,No selection,15.0,15.0,370.0,25.0,0.5,0.375,0.9281818181818182,0.37842778793418635
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,Undersampling,Best First,17.0,34.0,351.0,23.0,0.3333333333333333,0.425,0.8014285714285714,0.2997542997542994
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,Smote,No selection,13.0,15.0,370.0,27.0,0.4642857142857143,0.325,0.9432142857142857,0.3304576144036005
ZOOKEEPER,16,84.21,11.98,9.41,Naive Bayes,Smote,Best First,15.0,21.0,364.0,25.0,0.4166666666666667,0.375,0.8132467532467532,0.3354860639021073
ZOOKEEPER,16,84.21,11.98,9.41,IBk,No sampling,No selection,40.0,13.0,372.0,0.0,0.7547169811320755,1.0,0.9831168831168832,0.843417882953096
ZOOKEEPER,16,84.21,11.98,9.41,IBk,No sampling,Best First,18.0,11.0,374.0,22.0,0.6206896551724138,0.45,0.8755194805194805,0.4806517311608963
ZOOKEEPER,16,84.21,11.98,9.41,IBk,Oversampling,No selection,40.0,20.0,365.0,0.0,0.6666666666666666,1.0,0.9806818181818182,0.7745358090185674
ZOOKEEPER,16,84.21,11.98,9.41,IBk,Oversampling,Best First,33.0,60.0,325.0,7.0,0.3548387096774194,0.825,0.8958766233766233,0.41988387491086915
ZOOKEEPER,16,84.21,11.98,9.41,IBk,Undersampling,No selection,40.0,89.0,296.0,0.0,0.31007751937984496,1.0,0.8844155844155844,0.38500934883342797
ZOOKEEPER,16,84.21,11.98,9.41,IBk,Undersampling,Best First,36.0,71.0,314.0,4.0,0.3364485981308411,0.9,0.9077597402597403,0.40879161643327455
ZOOKEEPER,16,84.21,11.98,9.41,IBk,Smote,No selection,40.0,13.0,372.0,0.0,0.7547169811320755,1.0,0.9831168831168832,0.843417882953096
ZOOKEEPER,16,84.21,11.98,9.41,IBk,Smote,Best First,21.0,13.0,372.0,19.0,0.6176470588235294,0.525,0.8795779220779221,0.5266272189349113
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,No sampling,No selection,39.0,6.0,380.0,5.0,0.8666666666666667,0.8863636363636364,0.9925812529439473,0.8621393179830954
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,No sampling,Best First,23.0,5.0,381.0,21.0,0.8214285714285714,0.5227272727272727,0.9090614696184645,0.6076642335766422
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,Oversampling,No selection,41.0,15.0,371.0,3.0,0.7321428571428571,0.9318181818181818,0.9866933584550165,0.7967009876024375
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,Oversampling,Best First,35.0,51.0,335.0,9.0,0.4069767441860465,0.7954545454545454,0.886481394253415,0.46619217081850517
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,Undersampling,No selection,44.0,54.0,332.0,0.0,0.4489795918367347,1.0,0.9888130004710316,0.5571744602944543
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,Undersampling,Best First,38.0,66.0,320.0,6.0,0.36538461538461536,0.8636363636363636,0.9121231747527084,0.431801497577448
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,Smote,No selection,39.0,6.0,380.0,5.0,0.8666666666666667,0.8863636363636364,0.99234573716439,0.8621393179830954
ZOOKEEPER,17,89.47,11.79,10.23,Random Forest,Smote,Best First,26.0,7.0,379.0,18.0,0.7878787878787878,0.5909090909090909,0.8964319359397079,0.6441104416341125
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,No sampling,No selection,10.0,4.0,382.0,34.0,0.7142857142857143,0.22727272727272727,0.9567534149788036,0.3107811709127726
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,No sampling,Best First,17.0,9.0,377.0,27.0,0.6538461538461539,0.38636363636363635,0.8376118699952897,0.4434057241478502
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,Oversampling,No selection,18.0,5.0,381.0,26.0,0.782608695652174,0.4090909090909091,0.9642604804521903,0.5023519749122679
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,Oversampling,Best First,22.0,23.0,363.0,22.0,0.4888888888888889,0.5,0.8389366462552991,0.4360244826581174
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,Undersampling,No selection,18.0,7.0,379.0,26.0,0.72,0.4090909090909091,0.9483042863871879,0.483436476155806
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,Undersampling,Best First,22.0,24.0,362.0,22.0,0.4782608695652174,0.5,0.8312235044747998,0.4291815768209625
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,Smote,No selection,13.0,4.0,382.0,31.0,0.7647058823529411,0.29545454545454547,0.961051577955723,0.39152583488315645
ZOOKEEPER,17,89.47,11.79,10.23,Naive Bayes,Smote,Best First,19.0,14.0,372.0,25.0,0.5757575757575758,0.4318181818181818,0.8372291568535092,0.4448122889492153
ZOOKEEPER,17,89.47,11.79,10.23,IBk,No sampling,No selection,38.0,7.0,379.0,6.0,0.8444444444444444,0.8636363636363636,0.9227508243052285,0.8370737394345674
ZOOKEEPER,17,89.47,11.79,10.23,IBk,No sampling,Best First,20.0,5.0,381.0,24.0,0.8,0.45454545454545453,0.9128297220913801,0.5460502366217694
ZOOKEEPER,17,89.47,11.79,10.23,IBk,Oversampling,No selection,39.0,19.0,367.0,5.0,0.6724137931034483,0.8863636363636364,0.916921808761187,0.7337186500154812
ZOOKEEPER,17,89.47,11.79,10.23,IBk,Oversampling,Best First,35.0,47.0,339.0,9.0,0.4268292682926829,0.7954545454545454,0.9065591144606688,0.48726684268801607
ZOOKEEPER,17,89.47,11.79,10.23,IBk,Undersampling,No selection,44.0,71.0,315.0,0.0,0.3826086956521739,1.0,0.9080310880829016,0.4758798283261803
ZOOKEEPER,17,89.47,11.79,10.23,IBk,Undersampling,Best First,35.0,53.0,333.0,9.0,0.3977272727272727,0.7954545454545454,0.8953721149317004,0.4560959686632935
ZOOKEEPER,17,89.47,11.79,10.23,IBk,Smote,No selection,38.0,7.0,379.0,6.0,0.8444444444444444,0.8636363636363636,0.9227508243052285,0.8370737394345674
ZOOKEEPER,17,89.47,11.79,10.23,IBk,Smote,Best First,24.0,6.0,380.0,20.0,0.8,0.5454545454545454,0.9135362694300518,0.6168608636052089
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,No sampling,No selection,39.0,4.0,350.0,37.0,0.9069767441860465,0.5131578947368421,0.8773974130240857,0.605009633911368
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,No sampling,Best First,24.0,3.0,351.0,52.0,0.8888888888888888,0.3157894736842105,0.8158080582812964,0.41148658736873533
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,Oversampling,No selection,42.0,8.0,346.0,34.0,0.84,0.5526315789473685,0.8820249776984835,0.6122799484757405
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,Oversampling,Best First,46.0,40.0,314.0,30.0,0.5348837209302325,0.6052631578947368,0.7998438893844781,0.46808510638297884
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,Undersampling,No selection,46.0,49.0,305.0,30.0,0.4842105263157895,0.6052631578947368,0.8224613440380613,0.42511423252665437
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,Undersampling,Best First,44.0,49.0,305.0,32.0,0.4731182795698925,0.5789473684210527,0.785273565269105,0.4049612191205109
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,Smote,No selection,40.0,4.0,350.0,36.0,0.9090909090909091,0.5263157894736842,0.8943837347606304,0.6170288564303524
ZOOKEEPER,18,94.74,11.69,17.67,Random Forest,Smote,Best First,29.0,5.0,349.0,47.0,0.8529411764705882,0.3815789473684211,0.8167001189414214,0.46928700275325175
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,No sampling,No selection,11.0,4.0,350.0,65.0,0.7333333333333333,0.14473684210526316,0.8636262265834077,0.19484396200814091
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,No sampling,Best First,19.0,9.0,345.0,57.0,0.6785714285714286,0.25,0.6402207850133809,0.2986358244365363
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,Oversampling,No selection,19.0,5.0,349.0,57.0,0.7916666666666666,0.25,0.8444655069878085,0.3225249034356575
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,Oversampling,Best First,23.0,20.0,334.0,53.0,0.5348837209302325,0.3026315789473684,0.6431199821587869,0.2967244701348747
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,Undersampling,No selection,18.0,5.0,349.0,58.0,0.782608695652174,0.23684210526315788,0.7933950341956586,0.3067001074883555
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,Undersampling,Best First,23.0,16.0,338.0,53.0,0.5897435897435898,0.3026315789473684,0.6586381207255426,0.31827581453058224
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,Smote,No selection,15.0,5.0,349.0,61.0,0.75,0.19736842105263158,0.8585526315789473,0.257845188284519
ZOOKEEPER,18,94.74,11.69,17.67,Naive Bayes,Smote,Best First,19.0,12.0,342.0,57.0,0.6129032258064516,0.25,0.6381021409455843,0.2815632718291443
ZOOKEEPER,18,94.74,11.69,17.67,IBk,No sampling,No selection,39.0,4.0,350.0,37.0,0.9069767441860465,0.5131578947368421,0.7509292298542968,0.605009633911368
ZOOKEEPER,18,94.74,11.69,17.67,IBk,No sampling,Best First,23.0,3.0,351.0,53.0,0.8846153846153846,0.3026315789473684,0.8053263455248291,0.39661220807858044
ZOOKEEPER,18,94.74,11.69,17.67,IBk,Oversampling,No selection,42.0,6.0,348.0,34.0,0.875,0.5526315789473685,0.7870576865893547,0.6262819398574655
ZOOKEEPER,18,94.74,11.69,17.67,IBk,Oversampling,Best First,45.0,40.0,314.0,31.0,0.5294117647058824,0.5921052631578947,0.8040068391317277,0.45782276682649614
ZOOKEEPER,18,94.74,11.69,17.67,IBk,Undersampling,No selection,54.0,57.0,297.0,22.0,0.4864864864864865,0.7105263157894737,0.7822256913470116,0.46535931253737944
ZOOKEEPER,18,94.74,11.69,17.67,IBk,Undersampling,Best First,41.0,42.0,312.0,35.0,0.4939759036144578,0.5394736842105263,0.7707589949449896,0.4061412634071098
ZOOKEEPER,18,94.74,11.69,17.67,IBk,Smote,No selection,40.0,4.0,350.0,36.0,0.9090909090909091,0.5263157894736842,0.7575081772227178,0.6170288564303524
ZOOKEEPER,18,94.74,11.69,17.67,IBk,Smote,Best First,26.0,4.0,350.0,50.0,0.8666666666666667,0.34210526315789475,0.8068874516800476,0.43393466601657754
